delivery_id,distribution_center_id,municipality,date,supply_type,quantity_requested,quantity_delivered,population_at_center,delivery_delay_hours,transport_mode,road_condition,weather_on_delivery_day,number_of_aid_workers,center_capacity
DEL-01910,IC-0065,Sierra Alta,2025-09-24,Medical Supplies,27,16,180,2.5,Truck,Yes,Clear,9,389
DEL-01911,IC-0066,Sierra Alta,2025-09-24,Medical Supplies,12,5,50,8.1,Truck,No,Clear,3,117
DEL-01912,IC-0068,Costa Sur,2025-09-24,Hygiene Kits,705,390,1695,2.6,Boat,Yes,Clear,8,3894
DEL-01913,IC-0068,Costa Sur,2025-09-24,Water,5894,2300,1630,1.5,Truck,Yes,Clear,11,3038
DEL-01914,IC-0068,Costa Sur,2025-09-24,Medical Supplies,222,162,1776,3.1,Truck,Yes,Clear,5,3864
DEL-01915,IC-0069,Costa Sur,2025-09-24,Medical Supplies,109,88,762,0.4,Truck,Yes,Clear,10,1194
DEL-01916,IC-0069,Costa Sur,2025-09-24,Shelter Materials,26,10,364,1.7,Truck,Yes,Clear,12,1597
DEL-01917,IC-0069,Costa Sur,2025-09-24,Water,2077,1395,712,1.3,Truck,Yes,Clear,7,1151
DEL-01918,IC-0069,Costa Sur,2025-09-24,Hygiene Kits,479,316,680,0.0,Truck,Yes,Clear,11,1439
DEL-01919,IC-0071,Costa Sur,2025-09-24,Hygiene Kits,29,14,50,1.1,Truck,Yes,Clear,12,100
DEL-01920,IC-0071,Costa Sur,2025-09-24,Food,76,23,50,0.2,Boat,Yes,Clear,10,129
DEL-01921,IC-0072,Costa Sur,2025-09-24,Food,1062,521,577,3.8,Truck,Yes,Clear,9,1118
DEL-01922,IC-0073,Costa Sur,2025-09-24,Food,2430,1337,852,4.4,Truck,Yes,Clear,7,2282
DEL-01923,IC-0073,Costa Sur,2025-09-24,Water,5053,2749,1489,0.7,Truck,Yes,Clear,9,2569
DEL-01924,IC-0073,Costa Sur,2025-09-24,Food,3979,1508,1490,0.9,Truck,Yes,Clear,5,2203
DEL-01925,IC-0074,Costa Sur,2025-09-24,Water,1122,699,465,1.6,Truck,Yes,Clear,6,783
DEL-01926,IC-0075,Costa Sur,2025-09-24,Shelter Materials,10,6,50,0.3,Helicopter,Limited,Clear,12,184
DEL-01927,IC-0075,Costa Sur,2025-09-24,Water,163,85,50,6.5,Helicopter,Limited,Clear,7,146
DEL-01928,IC-0075,Costa Sur,2025-09-24,Medical Supplies,10,5,50,0.8,Truck,Limited,Clear,8,129
DEL-01929,IC-0075,Costa Sur,2025-09-24,Food,1030,475,446,1.8,Truck,Limited,Clear,7,112
DEL-01930,IC-0082,Costa Sur,2025-09-24,Water,1005,604,455,6.1,Boat,Limited,Clear,8,657
DEL-01931,IC-0082,Costa Sur,2025-09-24,Food,372,180,185,3.0,Helicopter,Limited,Clear,2,651
DEL-01932,IC-0082,Costa Sur,2025-09-24,Hygiene Kits,237,38,337,1.0,Helicopter,Limited,Clear,7,988
DEL-01933,IC-0083,Costa Sur,2025-09-24,Hygiene Kits,233,80,438,3.9,Truck,Limited,Clear,8,515
DEL-01934,IC-0084,Costa Sur,2025-09-24,Food,1131,211,635,4.0,Boat,No,Clear,5,800
DEL-01935,IC-0084,Costa Sur,2025-09-24,Medical Supplies,123,30,432,3.0,Helicopter,No,Clear,9,1050
DEL-01936,IC-0090,Costa Sur,2025-09-24,Food,1870,921,754,4.4,Helicopter,No,Clear,5,1298
DEL-01937,IC-0090,Costa Sur,2025-09-24,Shelter Materials,104,27,599,4.4,Helicopter,No,Clear,8,1166
DEL-01938,IC-0090,Costa Sur,2025-09-24,Hygiene Kits,302,123,899,5.1,Helicopter,No,Clear,10,1093
DEL-01939,IC-0090,Costa Sur,2025-09-24,Food,1370,695,766,5.8,Helicopter,No,Clear,4,1398
DEL-01940,IC-0094,Costa Sur,2025-09-24,Water,1329,830,478,1.3,Truck,Yes,Clear,11,468
DEL-01941,IC-0094,Costa Sur,2025-09-24,Food,99,77,50,1.2,Truck,Yes,Clear,9,524
DEL-01942,IC-0094,Costa Sur,2025-09-24,Hygiene Kits,365,208,555,4.5,Boat,Yes,Clear,11,558
DEL-01943,IC-0094,Costa Sur,2025-09-24,Medical Supplies,117,46,311,2.8,Truck,Yes,Clear,7,595
DEL-01944,IC-0097,Costa Sur,2025-09-24,Shelter Materials,37,14,636,1.0,Truck,Yes,Clear,6,512
DEL-01945,IC-0098,Bahia Verde,2025-09-24,Shelter Materials,38,18,288,1.4,Truck,Yes,Clear,7,302
DEL-01946,IC-0098,Bahia Verde,2025-09-24,Water,1004,403,339,1.6,Truck,Yes,Clear,6,198
DEL-01947,IC-0098,Bahia Verde,2025-09-24,Food,171,171,66,1.4,Helicopter,Yes,Clear,7,267
DEL-01948,IC-0098,Bahia Verde,2025-09-24,Food,85,59,50,0.4,Helicopter,Yes,Clear,7,297
DEL-01949,IC-0101,Bahia Verde,2025-09-24,Water,947,663,312,6.0,Truck,Yes,Clear,10,376
DEL-01950,IC-0107,Bahia Verde,2025-09-24,Water,135,92,50,4.5,Helicopter,Limited,Clear,9,100
DEL-01951,IC-0107,Bahia Verde,2025-09-24,Medical Supplies,42,29,182,2.7,Truck,Limited,Clear,6,139
DEL-01952,IC-0107,Bahia Verde,2025-09-24,Medical Supplies,94,36,321,1.9,Truck,Limited,Clear,6,104
DEL-01953,IC-0107,Bahia Verde,2025-09-24,Food,81,63,50,1.3,Helicopter,Limited,Clear,8,100
DEL-01954,IC-0110,Bahia Verde,2025-09-24,Hygiene Kits,177,65,584,0.0,Truck,Yes,Clear,5,663
DEL-01955,IC-0110,Bahia Verde,2025-09-24,Food,781,314,354,0.5,Truck,Yes,Clear,6,825
DEL-01956,IC-0110,Bahia Verde,2025-09-24,Water,896,506,428,2.5,Helicopter,Yes,Clear,6,931
DEL-01957,IC-0125,Bahia Verde,2025-09-24,Food,871,423,437,7.3,Helicopter,Limited,Clear,8,882
DEL-01958,IC-0125,Bahia Verde,2025-09-24,Food,1128,615,443,4.6,Helicopter,Limited,Clear,5,765
DEL-01959,IC-0126,Rincon del Este,2025-09-24,Medical Supplies,141,73,613,1.6,Truck,Yes,Clear,6,490
DEL-01960,IC-0126,Rincon del Este,2025-09-24,Medical Supplies,52,21,241,1.5,Truck,Yes,Clear,9,738
DEL-01961,IC-0126,Rincon del Este,2025-09-24,Food,138,53,67,1.5,Truck,Yes,Clear,6,727
DEL-01962,IC-0127,Rincon del Este,2025-09-24,Water,1548,639,501,2.5,Truck,Limited,Clear,7,1848
DEL-01963,IC-0127,Rincon del Este,2025-09-24,Shelter Materials,48,20,601,0.8,Helicopter,Limited,Clear,6,1933
DEL-01964,IC-0127,Rincon del Este,2025-09-24,Water,4180,1027,1405,4.8,Truck,Limited,Clear,5,1724
DEL-01965,IC-0130,Rincon del Este,2025-09-24,Hygiene Kits,142,89,324,0.1,Truck,Yes,Clear,11,617
DEL-01966,IC-0130,Rincon del Este,2025-09-24,Water,124,74,50,1.8,Truck,Yes,Clear,9,569
DEL-01967,IC-0130,Rincon del Este,2025-09-24,Medical Supplies,114,55,389,0.0,Truck,Yes,Clear,7,632
DEL-01968,IC-0130,Rincon del Este,2025-09-24,Food,1781,1267,596,3.2,Truck,Yes,Clear,4,530
DEL-01969,IC-0131,Rincon del Este,2025-09-24,Hygiene Kits,330,194,463,2.9,Helicopter,Limited,Clear,7,152
DEL-01970,IC-0133,Rincon del Este,2025-09-24,Shelter Materials,31,12,206,3.5,Helicopter,Limited,Clear,10,415
DEL-01971,IC-0133,Rincon del Este,2025-09-24,Food,86,50,55,6.3,Truck,Limited,Clear,12,303
DEL-01972,IC-0133,Rincon del Este,2025-09-24,Food,523,152,184,1.5,Helicopter,Limited,Clear,7,355
DEL-01973,IC-0133,Rincon del Este,2025-09-24,Food,83,23,50,6.0,Truck,Limited,Clear,16,305
DEL-01974,IC-0134,Rincon del Este,2025-09-24,Water,1049,207,398,0.0,Helicopter,Limited,Clear,12,374
DEL-01975,IC-0137,Rincon del Este,2025-09-24,Food,2268,1933,1106,2.9,Truck,Yes,Clear,5,1697
DEL-01976,IC-0137,Rincon del Este,2025-09-24,Food,2595,1708,892,1.4,Truck,Yes,Clear,8,1130
DEL-01977,IC-0137,Rincon del Este,2025-09-24,Medical Supplies,236,96,733,0.0,Truck,Yes,Clear,7,1438
DEL-01978,IC-0137,Rincon del Este,2025-09-24,Water,2965,1732,1065,2.0,Truck,Yes,Clear,3,1242
DEL-01979,IC-0145,Rincon del Este,2025-09-24,Food,127,52,50,0.9,Truck,Yes,Clear,6,101
DEL-01980,IC-0145,Rincon del Este,2025-09-24,Shelter Materials,10,6,79,0.0,Truck,Yes,Clear,8,100
DEL-01981,IC-0145,Rincon del Este,2025-09-24,Water,174,110,50,1.0,Helicopter,Yes,Clear,8,107
DEL-01982,IC-0146,Rincon del Este,2025-09-24,Shelter Materials,24,7,444,3.8,Helicopter,No,Clear,12,139
DEL-01983,IC-0146,Rincon del Este,2025-09-24,Shelter Materials,56,21,369,2.4,Helicopter,No,Clear,10,100
DEL-01984,IC-0150,Rincon del Este,2025-09-24,Food,107,40,50,0.0,Helicopter,Yes,Clear,6,125
DEL-01985,IC-0150,Rincon del Este,2025-09-24,Water,262,182,80,1.2,Truck,Yes,Clear,7,100
DEL-01986,IC-0150,Rincon del Este,2025-09-24,Water,116,51,50,5.5,Truck,Yes,Clear,4,100
DEL-01987,IC-0001,Puerto Nuevo,2025-09-25,Water,2601,1423,951,2.2,Truck,Yes,Rain,7,2207
DEL-01988,IC-0001,Puerto Nuevo,2025-09-25,Food,3846,3234,1338,1.0,Truck,Yes,Rain,6,2246
DEL-01989,IC-0008,Puerto Nuevo,2025-09-25,Shelter Materials,10,5,50,2.1,Truck,Yes,Rain,11,100
DEL-01990,IC-0008,Puerto Nuevo,2025-09-25,Water,179,146,73,2.0,Helicopter,Yes,Rain,8,122
DEL-01991,IC-0050,Sierra Alta,2025-09-25,Water,996,464,286,4.6,Helicopter,Limited,Rain,12,750
DEL-01992,IC-0050,Sierra Alta,2025-09-25,Medical Supplies,129,58,460,3.7,Truck,Limited,Rain,5,700
DEL-01993,IC-0050,Sierra Alta,2025-09-25,Water,1783,823,648,2.0,Helicopter,Limited,Rain,10,737
DEL-01994,IC-0050,Sierra Alta,2025-09-25,Medical Supplies,164,89,458,1.9,Helicopter,Limited,Rain,3,864
DEL-01995,IC-0053,Sierra Alta,2025-09-25,Shelter Materials,18,5,200,4.1,Truck,Limited,Rain,9,776
DEL-01996,IC-0053,Sierra Alta,2025-09-25,Food,1534,784,558,4.1,Truck,Limited,Rain,6,1111
DEL-01997,IC-0053,Sierra Alta,2025-09-25,Medical Supplies,136,38,594,6.5,Truck,Limited,Rain,14,873
DEL-01998,IC-0053,Sierra Alta,2025-09-25,Food,1166,616,709,4.1,Helicopter,Limited,Rain,10,1166
DEL-01999,IC-0078,Costa Sur,2025-09-25,Medical Supplies,299,195,890,3.9,Truck,Yes,Rain,5,984
DEL-02000,IC-0078,Costa Sur,2025-09-25,Shelter Materials,79,54,689,4.9,Truck,Yes,Rain,8,1680
DEL-02001,IC-0078,Costa Sur,2025-09-25,Shelter Materials,73,61,654,0.0,Truck,Yes,Rain,7,1245
DEL-02002,IC-0078,Costa Sur,2025-09-25,Water,3129,1096,846,0.5,Truck,Yes,Rain,6,1463
DEL-02003,IC-0079,Costa Sur,2025-09-25,Water,293,150,134,2.8,Helicopter,Limited,Rain,6,342
DEL-02004,IC-0079,Costa Sur,2025-09-25,Water,978,630,305,2.2,Helicopter,Limited,Rain,5,317
DEL-02005,IC-0089,Costa Sur,2025-09-25,Water,1564,953,642,3.7,Truck,Yes,Rain,11,942
DEL-02006,IC-0089,Costa Sur,2025-09-25,Water,2728,1228,833,3.9,Truck,Yes,Rain,8,846
DEL-02007,IC-0089,Costa Sur,2025-09-25,Food,2204,814,743,1.7,Truck,Yes,Rain,6,925
DEL-02008,IC-0099,Bahia Verde,2025-09-25,Medical Supplies,10,6,50,0.8,Truck,Yes,Rain,9,232
DEL-02009,IC-0099,Bahia Verde,2025-09-25,Food,616,511,325,4.3,Truck,Yes,Rain,9,169
DEL-02010,IC-0099,Bahia Verde,2025-09-25,Water,140,41,50,2.7,Truck,Yes,Rain,3,219
DEL-02011,IC-0099,Bahia Verde,2025-09-25,Hygiene Kits,102,39,153,5.0,Truck,Yes,Rain,11,242
DEL-02012,IC-0100,Bahia Verde,2025-09-25,Food,657,377,383,0.5,Helicopter,Yes,Rain,7,790
DEL-02013,IC-0100,Bahia Verde,2025-09-25,Shelter Materials,69,55,495,5.2,Truck,Yes,Rain,6,1007
DEL-02014,IC-0109,Bahia Verde,2025-09-25,Shelter Materials,43,16,419,4.7,Truck,Yes,Rain,9,1213
DEL-02015,IC-0109,Bahia Verde,2025-09-25,Medical Supplies,108,68,491,2.5,Truck,Yes,Rain,4,1104
DEL-02016,IC-0109,Bahia Verde,2025-09-25,Food,1053,757,491,0.4,Helicopter,Yes,Rain,11,875
DEL-02017,IC-0117,Bahia Verde,2025-09-25,Hygiene Kits,151,98,271,6.5,Truck,Limited,Rain,6,990
DEL-02018,IC-0117,Bahia Verde,2025-09-25,Medical Supplies,81,19,365,6.0,Truck,Limited,Rain,9,992
DEL-02019,IC-0121,Bahia Verde,2025-09-25,Food,1854,1182,703,2.5,Truck,Yes,Rain,9,455
DEL-02020,IC-0121,Bahia Verde,2025-09-25,Water,2014,944,542,1.0,Truck,Yes,Rain,5,455
DEL-02021,IC-0121,Bahia Verde,2025-09-25,Food,597,367,207,1.7,Truck,Yes,Rain,7,428
DEL-02022,IC-0121,Bahia Verde,2025-09-25,Food,956,303,443,3.5,Truck,Yes,Rain,4,403
DEL-02023,IC-0123,Bahia Verde,2025-09-25,Hygiene Kits,283,142,528,1.9,Truck,Yes,Rain,4,752
DEL-02024,IC-0123,Bahia Verde,2025-09-25,Water,388,155,156,1.6,Truck,Yes,Rain,6,613
DEL-02025,IC-0124,Bahia Verde,2025-09-25,Food,1080,371,529,2.6,Helicopter,Yes,Rain,15,1116
DEL-02026,IC-0124,Bahia Verde,2025-09-25,Medical Supplies,124,73,947,1.2,Truck,Yes,Rain,5,1453
DEL-02027,IC-0124,Bahia Verde,2025-09-25,Water,4268,1739,1111,5.8,Truck,Yes,Rain,6,1112
DEL-02028,IC-0124,Bahia Verde,2025-09-25,Medical Supplies,142,78,827,0.0,Truck,Yes,Rain,6,1327
DEL-02029,IC-0135,Rincon del Este,2025-09-25,Water,1144,114,306,4.0,Helicopter,Limited,Rain,8,286
DEL-02030,IC-0135,Rincon del Este,2025-09-25,Water,341,129,92,0.2,Truck,Limited,Rain,9,360
DEL-02031,IC-0135,Rincon del Este,2025-09-25,Hygiene Kits,225,100,307,7.6,Truck,Limited,Rain,9,416
DEL-02032,IC-0149,Rincon del Este,2025-09-25,Food,521,305,323,2.1,Truck,Yes,Rain,11,404
DEL-02033,IC-0149,Rincon del Este,2025-09-25,Food,311,179,107,3.7,Boat,Yes,Rain,9,321
DEL-02034,IC-0149,Rincon del Este,2025-09-25,Food,848,375,368,2.8,Truck,Yes,Rain,9,379
DEL-02035,IC-0149,Rincon del Este,2025-09-25,Shelter Materials,69,46,810,0.4,Truck,Yes,Rain,6,456
DEL-02036,IC-0006,Puerto Nuevo,2025-09-25,Food,1647,851,604,3.1,Truck,Yes,Rain,10,1228
DEL-02037,IC-0006,Puerto Nuevo,2025-09-25,Medical Supplies,174,92,732,2.6,Truck,Yes,Rain,10,1765
DEL-02038,IC-0006,Puerto Nuevo,2025-09-25,Water,2144,851,811,4.0,Truck,Yes,Rain,6,1386
DEL-02039,IC-0007,Puerto Nuevo,2025-09-25,Shelter Materials,85,57,956,1.4,Truck,Yes,Rain,3,1988
DEL-02040,IC-0007,Puerto Nuevo,2025-09-25,Food,1570,700,570,3.1,Truck,Yes,Rain,7,1519
DEL-02041,IC-0007,Puerto Nuevo,2025-09-25,Water,1904,1605,661,5.0,Truck,Yes,Rain,3,1620
DEL-02042,IC-0010,Puerto Nuevo,2025-09-25,Water,1890,692,474,4.6,Boat,Limited,Rain,5,555
DEL-02043,IC-0010,Puerto Nuevo,2025-09-25,Hygiene Kits,225,125,331,6.4,Truck,Limited,Rain,5,771
DEL-02044,IC-0010,Puerto Nuevo,2025-09-25,Water,939,448,290,3.4,Truck,Limited,Rain,11,638
DEL-02045,IC-0010,Puerto Nuevo,2025-09-25,Food,224,125,130,4.3,Truck,Limited,Rain,6,545
DEL-02046,IC-0012,Puerto Nuevo,2025-09-25,Water,4078,2202,1440,0.5,Helicopter,Yes,Rain,7,3347
DEL-02047,IC-0012,Puerto Nuevo,2025-09-25,Food,4527,1852,1619,0.9,Helicopter,Yes,Rain,14,3116
DEL-02048,IC-0016,Puerto Nuevo,2025-09-25,Food,3062,1132,1489,6.4,Truck,Limited,Rain,11,2830
DEL-02049,IC-0016,Puerto Nuevo,2025-09-25,Water,3799,2823,1532,3.3,Truck,Limited,Rain,12,2222
DEL-02050,IC-0018,Puerto Nuevo,2025-09-25,Water,1524,986,508,5.0,Truck,Yes,Rain,5,797
DEL-02051,IC-0022,Puerto Nuevo,2025-09-25,Medical Supplies,697,397,1793,3.1,Truck,Yes,Rain,7,2933
DEL-02052,IC-0022,Puerto Nuevo,2025-09-25,Food,5810,2522,2108,0.6,Helicopter,Yes,Rain,6,3808
DEL-02053,IC-0025,Puerto Nuevo,2025-09-25,Food,1505,552,761,2.2,Helicopter,Yes,Rain,13,1243
DEL-02054,IC-0026,Puerto Nuevo,2025-09-25,Food,369,236,139,0.7,Truck,Yes,Rain,7,337
DEL-02055,IC-0026,Puerto Nuevo,2025-09-25,Water,153,122,50,5.1,Truck,Yes,Rain,3,340
DEL-02056,IC-0026,Puerto Nuevo,2025-09-25,Water,812,495,373,3.5,Truck,Yes,Rain,8,355
DEL-02057,IC-0026,Puerto Nuevo,2025-09-25,Water,1077,694,357,0.8,Truck,Yes,Rain,2,218
DEL-02058,IC-0027,Puerto Nuevo,2025-09-25,Water,7945,1775,2717,3.2,Helicopter,No,Rain,6,3560
DEL-02059,IC-0027,Puerto Nuevo,2025-09-25,Food,4923,3203,1791,9.2,Boat,No,Rain,13,3999
DEL-02060,IC-0029,Puerto Nuevo,2025-09-25,Food,308,196,149,5.0,Boat,Yes,Rain,11,112
DEL-02061,IC-0029,Puerto Nuevo,2025-09-25,Hygiene Kits,17,7,50,2.1,Boat,Yes,Rain,11,100
DEL-02062,IC-0032,Puerto Nuevo,2025-09-25,Medical Supplies,16,8,50,1.0,Truck,Yes,Rain,8,132
DEL-02063,IC-0032,Puerto Nuevo,2025-09-25,Food,776,429,385,4.5,Truck,Yes,Rain,9,121
DEL-02064,IC-0032,Puerto Nuevo,2025-09-25,Food,115,60,50,2.8,Truck,Yes,Rain,5,100
DEL-02065,IC-0035,Puerto Nuevo,2025-09-25,Food,280,121,131,1.7,Truck,Yes,Rain,10,1160
DEL-02066,IC-0035,Puerto Nuevo,2025-09-25,Food,1117,804,431,1.1,Truck,Yes,Rain,4,935
DEL-02067,IC-0035,Puerto Nuevo,2025-09-25,Food,2302,1714,792,4.2,Boat,Yes,Rain,6,1131
DEL-02068,IC-0035,Puerto Nuevo,2025-09-25,Shelter Materials,54,26,514,0.0,Truck,Yes,Rain,9,1199
DEL-02069,IC-0037,Puerto Nuevo,2025-09-25,Medical Supplies,268,152,1701,4.7,Truck,Yes,Rain,2,3301
DEL-02070,IC-0037,Puerto Nuevo,2025-09-25,Water,4194,2801,1569,4.5,Truck,Yes,Rain,8,3102
DEL-02071,IC-0037,Puerto Nuevo,2025-09-25,Hygiene Kits,701,279,1351,4.7,Truck,Yes,Rain,9,2796
DEL-02072,IC-0038,Puerto Nuevo,2025-09-25,Food,199,78,98,0.7,Truck,Yes,Rain,9,190
DEL-02073,IC-0038,Puerto Nuevo,2025-09-25,Hygiene Kits,38,23,50,1.2,Helicopter,Yes,Rain,8,228
DEL-02074,IC-0038,Puerto Nuevo,2025-09-25,Shelter Materials,72,32,399,0.6,Helicopter,Yes,Rain,7,168
DEL-02075,IC-0039,Puerto Nuevo,2025-09-25,Food,656,319,323,2.5,Helicopter,Limited,Rain,8,131
DEL-02076,IC-0041,Puerto Nuevo,2025-09-25,Medical Supplies,59,20,261,6.0,Boat,Limited,Rain,5,608
DEL-02077,IC-0041,Puerto Nuevo,2025-09-25,Food,570,238,328,6.6,Truck,Limited,Rain,3,478
DEL-02078,IC-0041,Puerto Nuevo,2025-09-25,Water,1781,1295,606,3.1,Truck,Limited,Rain,8,631
DEL-02079,IC-0043,Puerto Nuevo,2025-09-25,Shelter Materials,10,7,144,6.6,Boat,Limited,Rain,6,100
DEL-02080,IC-0043,Puerto Nuevo,2025-09-25,Food,145,36,50,3.0,Helicopter,Limited,Rain,7,100
DEL-02081,IC-0043,Puerto Nuevo,2025-09-25,Food,332,157,124,5.5,Helicopter,Limited,Rain,4,120
DEL-02082,IC-0045,Puerto Nuevo,2025-09-25,Hygiene Kits,55,41,105,4.0,Boat,Yes,Rain,6,101
DEL-02083,IC-0045,Puerto Nuevo,2025-09-25,Hygiene Kits,27,15,58,0.9,Truck,Yes,Rain,9,103
DEL-02084,IC-0046,Sierra Alta,2025-09-25,Hygiene Kits,328,205,500,0.0,Boat,Yes,Rain,7,1566
DEL-02085,IC-0046,Sierra Alta,2025-09-25,Hygiene Kits,623,258,1048,0.6,Truck,Yes,Rain,7,1683
DEL-02086,IC-0049,Sierra Alta,2025-09-25,Water,1032,442,262,2.3,Truck,Yes,Rain,9,980
DEL-02087,IC-0049,Sierra Alta,2025-09-25,Water,1531,880,531,5.6,Truck,Yes,Rain,3,988
DEL-02088,IC-0049,Sierra Alta,2025-09-25,Shelter Materials,33,9,265,3.2,Helicopter,Yes,Rain,2,1022
DEL-02089,IC-0052,Sierra Alta,2025-09-25,Medical Supplies,18,16,50,3.3,Boat,Yes,Rain,11,115
DEL-02090,IC-0052,Sierra Alta,2025-09-25,Hygiene Kits,47,34,112,4.8,Truck,Yes,Rain,5,100
DEL-02091,IC-0059,Sierra Alta,2025-09-25,Food,2061,1017,940,2.2,Boat,Yes,Rain,7,1316
DEL-02092,IC-0060,Sierra Alta,2025-09-25,Shelter Materials,168,85,961,4.5,Boat,Limited,Rain,10,2111
DEL-02093,IC-0060,Sierra Alta,2025-09-25,Food,1903,835,922,0.5,Helicopter,Limited,Rain,9,1799
DEL-02094,IC-0060,Sierra Alta,2025-09-25,Shelter Materials,159,82,829,3.3,Truck,Limited,Rain,5,1932
DEL-02095,IC-0060,Sierra Alta,2025-09-25,Food,1374,770,540,7.6,Truck,Limited,Rain,5,1457
DEL-02096,IC-0062,Sierra Alta,2025-09-25,Hygiene Kits,181,111,301,2.8,Truck,Limited,Rain,8,245
DEL-02097,IC-0062,Sierra Alta,2025-09-25,Shelter Materials,10,6,50,3.2,Helicopter,Limited,Rain,4,240
DEL-02098,IC-0062,Sierra Alta,2025-09-25,Hygiene Kits,32,17,50,3.7,Truck,Limited,Rain,10,317
DEL-02099,IC-0062,Sierra Alta,2025-09-25,Water,439,66,135,4.9,Helicopter,Limited,Rain,6,303
DEL-02100,IC-0063,Sierra Alta,2025-09-25,Medical Supplies,133,59,423,0.0,Truck,Yes,Rain,10,751
DEL-02101,IC-0063,Sierra Alta,2025-09-25,Food,1145,691,451,6.1,Truck,Yes,Rain,9,630
DEL-02102,IC-0065,Sierra Alta,2025-09-25,Food,464,263,188,2.6,Truck,Yes,Rain,11,442
DEL-02103,IC-0065,Sierra Alta,2025-09-25,Water,110,68,50,2.5,Truck,Yes,Rain,5,333
DEL-02104,IC-0066,Sierra Alta,2025-09-25,Water,102,10,50,4.3,Helicopter,No,Rain,13,100
DEL-02105,IC-0068,Costa Sur,2025-09-25,Medical Supplies,661,424,1860,1.7,Truck,Yes,Rain,11,2404
DEL-02106,IC-0068,Costa Sur,2025-09-25,Water,4046,2112,1876,5.2,Truck,Yes,Rain,10,3286
DEL-02107,IC-0068,Costa Sur,2025-09-25,Hygiene Kits,986,360,1332,4.9,Truck,Yes,Rain,11,2632
DEL-02108,IC-0069,Costa Sur,2025-09-25,Water,1885,1175,744,2.4,Helicopter,Yes,Rain,13,1424
DEL-02109,IC-0069,Costa Sur,2025-09-25,Water,1800,491,682,1.4,Helicopter,Yes,Rain,11,1642
DEL-02110,IC-0069,Costa Sur,2025-09-25,Medical Supplies,293,156,769,5.2,Truck,Yes,Rain,8,1523
DEL-02111,IC-0069,Costa Sur,2025-09-25,Hygiene Kits,436,277,559,2.6,Truck,Yes,Rain,7,1055
DEL-02112,IC-0071,Costa Sur,2025-09-25,Water,106,33,50,4.3,Truck,Yes,Rain,8,121
DEL-02113,IC-0072,Costa Sur,2025-09-25,Food,1318,820,621,1.7,Truck,Yes,Rain,4,840
DEL-02114,IC-0073,Costa Sur,2025-09-25,Water,3224,775,1136,5.2,Boat,Yes,Rain,8,2229
DEL-02115,IC-0073,Costa Sur,2025-09-25,Water,4840,3098,1220,0.0,Helicopter,Yes,Rain,6,2718
DEL-02116,IC-0074,Costa Sur,2025-09-25,Water,1365,872,471,5.8,Boat,Yes,Rain,4,571
DEL-02117,IC-0074,Costa Sur,2025-09-25,Shelter Materials,58,24,523,3.2,Truck,Yes,Rain,5,794
DEL-02118,IC-0074,Costa Sur,2025-09-25,Medical Supplies,45,6,382,2.6,Truck,Yes,Rain,7,790
DEL-02119,IC-0074,Costa Sur,2025-09-25,Water,400,116,111,2.2,Boat,Yes,Rain,10,524
DEL-02120,IC-0075,Costa Sur,2025-09-25,Water,308,154,78,6.6,Truck,Limited,Rain,10,111
DEL-02121,IC-0075,Costa Sur,2025-09-25,Shelter Materials,16,5,310,6.3,Boat,Limited,Rain,9,176
DEL-02122,IC-0082,Costa Sur,2025-09-25,Food,1181,352,480,3.6,Truck,Limited,Rain,7,587
DEL-02123,IC-0082,Costa Sur,2025-09-25,Shelter Materials,106,47,727,4.7,Truck,Limited,Rain,10,656
DEL-02124,IC-0082,Costa Sur,2025-09-25,Medical Supplies,135,67,591,5.6,Boat,Limited,Rain,6,774
DEL-02125,IC-0082,Costa Sur,2025-09-25,Medical Supplies,164,89,430,4.2,Truck,Limited,Rain,9,629
DEL-02126,IC-0083,Costa Sur,2025-09-25,Water,1533,587,429,3.5,Truck,Limited,Rain,8,682
DEL-02127,IC-0083,Costa Sur,2025-09-25,Water,973,519,408,4.3,Truck,Limited,Rain,7,648
DEL-02128,IC-0084,Costa Sur,2025-09-25,Medical Supplies,162,27,470,6.7,Helicopter,No,Rain,6,1199
DEL-02129,IC-0084,Costa Sur,2025-09-25,Food,373,113,232,5.5,Helicopter,No,Rain,7,1096
DEL-02130,IC-0084,Costa Sur,2025-09-25,Hygiene Kits,89,24,223,2.7,Helicopter,No,Rain,13,876
DEL-02131,IC-0084,Costa Sur,2025-09-25,Hygiene Kits,210,67,608,6.8,Helicopter,No,Rain,13,1068
DEL-02132,IC-0090,Costa Sur,2025-09-25,Water,2537,733,937,7.1,Boat,No,Rain,6,1349
DEL-02133,IC-0094,Costa Sur,2025-09-25,Hygiene Kits,122,64,394,3.9,Truck,Yes,Rain,6,446
DEL-02134,IC-0094,Costa Sur,2025-09-25,Hygiene Kits,133,73,399,4.0,Boat,Yes,Rain,4,706
DEL-02135,IC-0094,Costa Sur,2025-09-25,Water,1316,884,537,6.6,Boat,Yes,Rain,5,505
DEL-02136,IC-0094,Costa Sur,2025-09-25,Food,623,274,213,1.9,Truck,Yes,Rain,13,729
DEL-02137,IC-0097,Costa Sur,2025-09-25,Food,169,71,58,1.9,Truck,Yes,Rain,6,720
DEL-02138,IC-0097,Costa Sur,2025-09-25,Water,518,259,170,5.0,Truck,Yes,Rain,15,513
